name,voice_model,bio,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
clare,FemaleYoungEager,"je m'appelle Clare, une rangers bretonne qui parcourt les terres accidentées de Bordeciel, à la recherche non seulement de l'aventure mais aussi de la chaleur de la camaraderie au milieu des vents froids de cette province du nord. avec mes yeux perçants et mon affinité naturelle pour la nature, j'ai trouvé du réconfort dans la beauté sauvage de ces terres. En grandissant dans le village pittoresque de Pondragon, j'ai très tôt développé un amour pour la nature. mes parents, chasseurs et cueilleurs expérimentés, m'ont appris les moyens de survivre sur ces terres impitoyables. pourtant, même si je chéris la solitude des bois, mon cœur aspire à une connexion plus profonde.
Même si mes compétences avec un arc et mon talent pour le pistage sont bien connues parmi les locaux, j'ai une autre facette de moi. un désir passionné de romance et d'intimité. au milieu de la chasse au dragon et de la chasse aux bandits, j'ai souvent envie d'un compagnon avec qui partager la chaleur d'un feu de camp, échanger des histoires et rire sous le ciel étoilé de Bordeciel.
avec mon esprit fougueux et mon esprit aventureux, je ne cherche pas seulement l'amour ; je suis prêt à l'accepter de tout cœur, à forger un lien capable de résister aux défis de cette terre difficile. En parcourant les forêts anciennes et les sommets enneigés, je garde l'espoir que quelque part, au milieu des ruines et de la nature sauvage, je découvrirai un amour aussi durable que les légendes d'antan.",,BretonFemaleYoungEager,FemaleYoungEager,Breton,Female,Human,,,???,fr,
Accro,MaleDrunk,"Accro : un Nordique en difficulté, pris en proie à l'addiction, qui peine à s'en sortir.",https://www.nexusmods.com/skyrim/mods/36334,MaleDrunk,,Nord,Male,Human,46841,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
Accro,MaleDrunk,"Accro : je suis un Accro Nordique rude, ma vie tourne en spirale alors que je cherche la prochaine solution.",https://www.nexusmods.com/skyrim/mods/36334,MaleDrunk,,Nord,Male,Human,46840,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
adilya,FemaleYoungEager,"Je suis Adilya, une adolescente Altmer qui navigue dans le monde tumultueux de Bordeciel avec un sentiment de curiosité aussi vaste que les îles du coucher du soleil elles-mêmes. né dans la ville animée de Solitude, mes premières années ont été marquées par la grandeur de son architecture et la diversité de sa population.
Même si l'héritage du thalmor est très important dans mon pays, j'ai toujours été plus intéressé par le monde, au-delà des intrigues politiques. ma soif insatiable de connaissances me conduit souvent aux tomes poussiéreux du collège de magie de Fortdhiver, où j'ai absorbé avec avidité les arts arcaniques. cependant, mes aptitudes magiques ont un côté fantaisiste, car je me retrouve souvent à évoquer des illusions colorées et des farces espiègles.
Dans le terrain accidenté de Bordeciel, j'ai découvert un côté aventureux qui me met souvent dans des situations précaires. Pourtant, mon esprit résilient et ma rapidité de réflexion m'ont permis de traverser même les circonstances les plus difficiles. qu'il s'agisse de fouiller dans d'anciennes ruines dwemers ou d'explorer les forêts denses d'Épervine, j'aborde chaque défi avec une détermination juvénile.
adolescente, je suis encore en train de découvrir ma place dans ce pays diversifié et rude. mon cœur est ouvert aux amitiés et aux expériences, et je suis attiré par les histoires et les légendes qui résonnent dans les tavernes et les auberges de Bordeciel. je sais que mon voyage ne fait que commencer et je suis prêt à embrasser les épreuves et les aventures qui m'attendent dans ce pays des dragons et du destin.",,AltmerFemaleYoungEager,FemaleYoungEager,Altmer,Female,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",pl,
aelwin traven,Nazir,"aelwin traven (mâle Rougegarde) : originaire des vastes déserts de Hammerfell, mon voyage a commencé dans la cité sentinelle. la vie dans un climat rigoureux a forgé ma résilience. ayant affronté les épreuves des alik'r, je cherche fortune et aventure à Bordeciel. ma maîtrise de la lame et mon agilité font de moi un allié redoutable, prêt à relever n'importe quel défi.",https://www.nexusmods.com/skyrimspecialedition/mods/94808,Nazir,,Redguard,Male,Human,A59,,"Andagne (Erzebet, Linsha, Rjoda)",ar,Unknown voice
aeowyn,FemaleNord,"je suis aeowyn, un Nordique du haut rock. mon voyage dans la magie a commencé après une rencontre traumatisante avec un mage voyou pendant mon enfance. Cherchant la rédemption pour les ravages causés par mes capacités indomptées, je me suis consacré à des études disciplinées dans les arts de l'altération, de la conjuration, de la destruction et de la guérison. maintenant, vous pouvez me retrouver à La Jument pavoisée et au Temple de Corberoc de Kynareth à Blancherive, partageant mes connaissances magiques et enseignant des sorts à ceux qui souhaitent utiliser la magie de manière responsable.",https://www.nexusmods.com/skyrimspecialedition/mods/67896,NordFemale,FemaleNord,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
aganir Balbus,MaleNord,"aganir Balbus (mâle Nordique) : né au milieu des sommets enneigés de Vendeaume, j'ai adopté le mode de vie nordique. en tant que guerrier chevronné, j'ai combattu Troll de glaces et Draugr. à la recherche de nouveaux horizons, je m'aventure à Bordeciel, désireux de tester mon courage contre ses ennemis légendaires. unir ses forces à celles des enfants de dragon promet gloire et richesse.",https://www.nexusmods.com/skyrimspecialedition/mods/94808,NordMale,MaleNord,Nord,Male,Human,EA3,,"Andagne (Erzebet, Linsha, Rjoda)",en,
aganoth,MaleEvenToned,"aganoth (Elfe des bois mâle) : au plus profond des anciennes forêts de Valenwood, j'ai appris les voies des bosmers. archer chevronné et adepte de l'art de la furtivité, j'ai relevé les défis du pacte vert. maintenant, attiré par le charme des mystères de Bordeciel, je parcoure ses paysages, mes sens aiguisés étant à l'affût du danger et de l'opportunité.",https://www.nexusmods.com/skyrimspecialedition/mods/94808,BosmerMale,MaleEvenToned,Bosmer,Male,Elf,B8D,,"Andagne (Erzebet, Linsha, Rjoda)",hu,Unknown voice
aina,FemaleSultry,"Je suis Aina, une ayléide sournoise mais captivante, arrachée à une époque lointaine et plongée dans le monde tumultueux de Bordeciel d'aujourd'hui, où j'égare par inadvertance mon espiègle amie Maisa, tout en tissant des récits complexes de l'histoire de Tamriel, à partir de l'énigmatique blanc. -tour d'or aux événements déroutants de la pause Dragon.",https://www.nexusmods.com/skyrimspecialedition/mods/21441,AyleidFemale,FemaleShrill,Ayleid,Female,Ayleid,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
alana ,FemaleElfHaughty,"je m'appelle Alana et je ne suis pas un archer typique. À Bordeciel, j'ai perfectionné mes compétences à l'arc et je suis devenu un guerrier aussi effronté que possible. vous ne me trouverez pas tapi dans l'ombre ou chuchotant de douces paroles à mes ennemis. non, je préfère l'approche directe d'un barbare.
J'ai parcouru les étendues sauvages de cette terre accidentée et j'ai appris à m'épanouir dans ses conditions difficiles. mon fidèle arc est mon meilleur ami et j'ai les cicatrices qui le prouvent. avec une dégaine rapide et un œil vif, je peux tout aussi bien planter une flèche dans le cœur d'un Troll de glace ou d'un Bandit.
J'ai adopté l'archétype du guerrier et je n'ai pas peur de foncer tête première dans la bataille, brandissant ma hache de combat avec une férocité inégalée. j'ai un esprit fougueux qui correspond aux flammes des forges de Bordeciel et je vis pour le frisson du combat.
alors, si jamais vous avez besoin d'un compagnon intrépide, aussi à l'aise dans le feu de l'action que dans le froid des sommets enneigés de Bordeciel, ne cherchez pas plus loin. Je suis Alana, l'archère et guerrière effrontée, prête à relever tous les défis que cette terre a à offrir.",https://www.nexusmods.com/skyrimspecialedition/mods/14227,NordFemaleElfHaughty,FemaleElfHaughty,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
aleena,FemaleYoungEager,"dans les salles vénérées du Temple de Blancherive de Corberoc, moi, aleena, trouve du réconfort dans la prière et les arts de guérison, dédiés aux divinités. élevé dans le formalisme et la tradition de cette ville antique, j'incarne l'essence spirituelle qui imprègne Blancherive. l'adversité n'a fait que renforcer ma détermination, me transformant en une lueur d'espoir entre les murs sacrés de ce lieu vénéré.",https://www.nexusmods.com/skyrimspecialedition/mods/18022,NordFemaleYoungEager,FemaleYoungEager,Nord,Female,Human,330000000,000D64,"Andagne (Erzebet, Linsha, Rjoda)",en,
aleron,MaleBrute,"Je suis Aleron, maudit par la péryite, et j'ai grandi dans les terres difficiles des hautes roches où l'influence daedra était forte. la menace constante de maladie et le besoin de survie dans une terre touchée par la malédiction de la péryite ont fait de moi un aventurier résilient, toujours prêt à relever les défis de Bordeciel.",https://www.nexusmods.com/skyrimspecialedition/mods/66618,BretonMaleBrute,MaleBrute,Breton,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
alessio moretti,MaleGuard,"dans l'ombre près du Sanctuaire du Primarbor, je suis Alessio Moretti, un Impérial, agissant comme un tireur d'élite expérimenté. mon camp, connu sous le nom de jacuzzi Chasseuse, est caché au milieu d'une végétation dense, où je relève les défis de la nature avec précision et patience. en tant que tireur d'élite, mes flèches trouvent leur cible et la générosité de la forêt environnante soutient mon existence solitaire au cœur de la nature.",https://www.nexusmods.com/skyrim/mods/38042,ImperialMaleGuard,MaleGuard,Imperial,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
alexandra,FemaleSultry,"salutations, je suis alexandra, une fière Nordique de Bordeciel, et mon esprit s'aligne avec la nature sauvage. Vêtu d'une tenue digne d'un ranger, j'incarne l'essence de la nature, manœuvrant gracieusement la nature avec un arc à la main. au cœur de Blancherive, vous me trouverez chez warmaidens, témoignage de mon affinité avec l'étreinte de la ville et l'appel de la nature.
archer expérimenté, je fais pleuvoir des flèches sur mes ennemis à distance, mon objectif étant précis et inébranlable. Lorsque le choc de l'acier devient inévitable, je passe en douceur au double maniement, en m'adaptant au flux et au reflux du combat rapproché. le butin de bataille offre des opportunités d'amélioration ; si un adversaire déchu porte une arme plus puissante, je l'utiliserai contre ceux qui osent défier la nature.
soyez témoin de la danse des lames et des flèches, car je ne suis pas seulement un maître de l'attaque mais aussi un guérisseur dans le chaos du combat. les avantages que je possède, de l'overdraw au défenseur agile, témoignent des diverses compétences que j'ai cultivées pour relever les défis que présente Bordeciel.
dans les étendues accidentées de Blancherive, nos destins peuvent s'entremêler. Allez-vous parcourir le chemin de la nature à mes côtés, ou nos destins divergeront-ils dans ce pays vaste et imprévisible ?",https://www.nexusmods.com/skyrim/mods/17651,RedguardFemale,,Redguard,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",ar,Unknown voice. Need ID(s) to avoid conflict
alicia,FemaleSultry,"Alicia, oh, j'ai une histoire longue et terriblement ennuyeuse – bâillement, personne ne veut vraiment en entendre parler. le seul détail crucial dont vous avez besoin est que je suis essentiellement l'incarnation minou de Shéogorath. vous savez, car qui a besoin d'un passé dramatique quand on peut avoir une touche de folie féline et daedrique ?",https://www.nexusmods.com/skyrimspecialedition/mods/27561,SprigganFemale,,Spriggan,Female,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",hu,Unknown voice
amarie,FemaleDarkElf,"Je suis Amarie, une Magelame talentueuse qui allie parfaitement les armes à une main avec la magie de destruction et de restauration. ma capacité à combiner le maniement de l'épée avec des prouesses magiques fait de moi un adversaire redoutable. Formé dans les salles de la guilde des mages, j'ai relevé le défi d'un Nécromancien voyou tentant de libérer les forces obscures. avec une lame rapide et des sorts puissants, j'ai déjoué la menace, embrassant mon destin de défenseur contre les dangers arcaniques de Bordeciel.",https://www.nexusmods.com/skyrimspecialedition/mods/2165,BosmerFemale,FemaleDarkElf,Bosmer,Female,Elf,0125A5,,"Andagne (Erzebet, Linsha, Rjoda)",hu,
